Shipment_ID,Product_Category,Product_Type,Destination_Type,Transport_Mode,Recommended_Transport,Route_Risk,Refrigeration_Status,Packaging_Type,Coolant_Type,Packaging_Condition,Data_Logger_Status,Storage_Facility,Distance_KM,Duration_Hours,Chain_Handoff_Count,Ambient_Temperature_C,Humidity_Pct,Door_Open_Count,Vehicle_Age_Years,Battery_Level_Pct,Shock_Events,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Current_Temperature_C,Required_Temp_Min_C,Required_Temp_Max_C,Temperature_Deviation_C,Product_Temperature_Deviation_C,Temperature_Excursion_Minutes,Shipment_Start_Date,Shipment_Status,Risk_Probability,Risk_Score,AI_Prediction,Rescue_Priority_Score,Priority_Level,Estimated_Value_INR,Value_At_Risk_INR,Destination_Name
CC102502,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,Low,Normal,Dry Ice Container,Gel Packs,Good,Battery Low,Laboratory,1087.4,29.82,2,16.56,100.0,5,3.1,97.7,0,5.48,6.72,4.25,5.06,2,8,0.0,0.0,0.0,2026-04-05,SAFE,0.3707827102096965,37.1,SAFE,34.8,LOW,300000.0,111235.0,Indira IVF Center
CC104360,Medical,Organ Transport Samples,Transplant Center,Air Cargo,Refrigerated Truck,Medium,Intermittent,Insulated Box,Mechanical Refrigeration,Minor Damage,Active,Blood Bank,479.3,21.68,1,26.48,60.94,2,0.6,68.1,1,12.88,13.78,11.98,12.89,2,8,3.78,5.78,56.6,2026-02-19,AT_RISK,0.6551367434180714,65.5,AT_RISK,72.3,HIGH,100000.0,65514.0,Apollo Transplant Center
CC104171,Medical,Diagnostic Reagents,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Phase-Change Material,Good,Battery Low,Specialized Lab,728.1,17.24,2,26.11,75.51,6,1.0,61.6,1,-15.43,-14.64,-16.21,-15.9,2,8,0.36,18.21,17.7,2026-01-06,AT_RISK,0.3853297640276089,38.5,SAFE,47.1,MEDIUM,100000.0,38533.0,Dr Lal PathLabs
CC106588,Medical,Packed Red Blood Cells,Blood Bank,Refrigerated Truck,Refrigerated Truck,High,Normal,Insulated Box,Mechanical Refrigeration,Minor Damage,Active,Laboratory,68.2,1.0,2,27.35,62.18,5,6.3,70.4,4,-15.53,-14.6,-16.45,-15.09,1,6,0.4,17.45,22.4,2026-01-13,AT_RISK,0.648315952045169,64.8,AT_RISK,71.4,HIGH,100000.0,64832.0,Apollo Blood Bank
CC100395,Medical,Platelet Concentrates,Hospital,Reefer Container,Refrigerated Truck,High,Normal,Dry Ice Container,Mechanical Refrigeration,Minor Damage,Active,Specialized Lab,409.3,11.53,1,23.3,61.89,3,9.0,60.9,2,4.34,5.6,3.07,4.38,20,24,0.0,16.93,0.0,2026-03-28,AT_RISK,0.963218320980318,96.3,AT_RISK,87.3,CRITICAL,100000.0,96322.0,Apollo Hospital
CC105731,Medical,Biologics,Hospital,Reefer Container,Refrigerated Truck,Low,Fault,Insulated Box,Mechanical Refrigeration,Good,Active,Distribution Center,799.7,12.78,0,29.3,60.36,0,5.2,75.6,2,7.99,9.96,6.01,5.39,2,8,1.96,1.96,5.4,2026-05-10,AT_RISK,0.8804493544437895,88.0,AT_RISK,57.8,MEDIUM,350000.0,308157.0,Hiranandani Hospital
CC106320,Medical,Temperature-Sensitive Medicines,Pharmacy,Air Cargo,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Hospital,659.8,12.14,2,27.35,73.23,1,4.2,76.0,0,8.41,9.65,7.17,7.79,2,8,0.0,1.65,0.0,2026-04-13,SAFE,0.3026553219617737,30.3,SAFE,34.7,LOW,100000.0,30266.0,MedPlus Pharmacy
CC107247,Medical,Packed Red Blood Cells,Blood Bank,Refrigerated Truck,Refrigerated Truck,Low,Normal,Insulated Box,Mechanical Refrigeration,Minor Damage,Active,Blood Bank,407.9,7.54,0,23.19,43.71,2,0.7,90.5,0,7.51,8.48,6.53,7.95,1,6,0.0,2.48,0.0,2026-03-22,SAFE,0.351925969005643,35.2,SAFE,29.1,LOW,100000.0,35193.0,HDFC Blood Bank
CC104492,Medical,Monoclonal Antibodies,Hospital,Air Cargo,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Dry Ice,Minor Damage,Active,Laboratory,654.1,20.24,2,29.72,67.26,2,5.9,76.9,0,3.91,4.65,3.18,3.71,2,8,0.0,0.0,0.0,2026-03-04,SAFE,0.3915430219843774,39.2,SAFE,31.5,LOW,100000.0,39154.0,Lilavati Hospital
CC101365,Medical,Laboratory Samples,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Blood Bank,582.7,14.17,0,24.02,86.63,4,6.8,68.0,1,5.59,6.39,4.79,5.57,2,8,0.0,0.0,0.0,2026-03-19,SAFE,0.315231620851104,31.5,SAFE,29.9,LOW,100000.0,31523.0,Apollo Diagnostics
CC106835,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,880.4,12.79,2,36.86,72.83,3,3.1,53.6,0,8.19,9.18,7.21,8.01,2,8,0.0,1.18,0.0,2026-03-29,AT_RISK,0.4296993722755271,43.0,SAFE,45.3,MEDIUM,100000.0,42970.0,Dr Lal PathLabs
CC105999,Medical,Fertility Samples,Fertility Clinic,Reefer Container,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Dry Ice,Compromised,Active,Hospital,1585.3,32.01,1,23.21,64.41,6,3.5,70.0,0,-17.81,-15.64,-19.99,-16.61,2,8,0.0,21.99,0.0,2026-04-27,AT_RISK,0.3922809329917907,39.2,SAFE,37.5,LOW,300000.0,117684.0,Indira IVF Center
CC100595,Medical,Antisera,Laboratory,Air Cargo,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Hospital,700.2,14.58,1,24.27,60.41,1,7.9,87.6,4,9.02,10.1,7.94,10.15,2,8,0.1,2.1,11.9,2026-03-31,AT_RISK,0.3011862866573695,30.1,SAFE,24.6,LOW,100000.0,30119.0,Metropolis Healthcare Lab
CC106205,Medical,Vaccines,Hospital,Reefer Container,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Blood Bank,858.0,23.07,2,17.92,85.45,3,1.2,89.9,1,1.66,2.11,1.2,1.25,2,8,0.0,0.8,0.0,2026-04-16,AT_RISK,0.3509794583615558,35.1,SAFE,40.6,MEDIUM,250000.0,87745.0,Tata Memorial Hospital
CC103952,Medical,Whole Blood,Blood Bank,Refrigerated Truck,Refrigerated Truck,High,Normal,Validated Thermal Shipper,Dry Ice,Good,Active,Distribution Center,359.6,8.19,1,24.85,71.35,5,2.6,74.5,3,3.51,4.33,2.69,3.78,1,6,0.0,0.0,0.0,2026-01-29,SAFE,0.3950286156934934,39.5,SAFE,56.2,MEDIUM,100000.0,39503.0,Red Cross Blood Bank
CC105392,Medical,Monoclonal Antibodies,Hospital,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Hospital,772.3,11.39,4,32.47,52.46,5,1.6,61.6,1,7.71,8.71,6.7,8.13,2,8,0.71,0.71,16.2,2026-05-05,AT_RISK,0.3662214024648728,36.6,SAFE,34.5,LOW,100000.0,36622.0,Lilavati Hospital
CC105917,Medical,Diagnostic Reagents,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Laboratory,411.3,9.69,3,24.34,75.04,3,11.0,54.8,0,-14.61,-13.49,-15.72,-14.17,2,8,1.51,17.72,20.4,2026-02-26,AT_RISK,0.3687999463911927,36.9,SAFE,31.6,LOW,100000.0,36880.0,Apollo Diagnostics
CC104968,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Specialized Lab,330.2,2.06,1,22.89,,6,2.2,77.9,0,5.74,7.11,4.37,6.15,-90,-60,0.0,67.11,0.0,2026-05-07,AT_RISK,1.0,100.0,AT_RISK,84.0,CRITICAL,800000.0,800000.0,Metropolis Specialized Lab
CC102914,Medical,IV Medications,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Gel Packs,Good,Battery Low,Distribution Center,559.7,15.09,1,20.21,72.68,4,2.5,96.3,1,4.27,5.41,3.14,4.38,2,8,0.0,0.0,0.0,2026-05-07,SAFE,0.3069593777834042,30.7,SAFE,39.4,LOW,100000.0,30696.0,Hiranandani Hospital
CC107388,Medical,IV Medications,Hospital,Air Cargo,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,,Minor Damage,Active,Hospital,488.9,10.1,1,34.4,59.42,2,7.6,74.6,0,7.75,9.6,5.9,7.24,2,8,1.6,1.6,29.5,2026-03-06,AT_RISK,0.3918451015204856,39.2,SAFE,31.5,LOW,100000.0,39185.0,Hiranandani Hospital
CC102326,Medical,Laboratory Samples,Laboratory,Air Cargo,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Pharmacy,587.2,13.16,0,18.09,67.31,4,5.0,78.4,0,9.23,10.83,7.63,8.49,2,8,0.83,2.83,17.3,2026-05-05,AT_RISK,0.3402798840443561,34.0,SAFE,41.4,MEDIUM,100000.0,34028.0,Metropolis Healthcare Lab
CC105644,Medical,Platelet Concentrates,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Gel Packs,Good,Battery Low,Distribution Center,1068.9,26.67,6,28.78,77.09,5,4.6,90.5,0,4.36,6.31,2.4,2.55,20,24,1.31,17.6,9.4,2026-04-25,AT_RISK,0.9799556516635028,98.0,AT_RISK,81.3,CRITICAL,100000.0,97996.0,Tata Memorial Hospital
CC103766,Medical,Insulin,Pharmacy,Reefer Container,Refrigerated Truck,Low,Intermittent,Insulated Box,Mechanical Refrigeration,Good,Active,Distribution Center,281.8,2.35,1,30.0,26.01,1,10.0,100.0,0,7.32,8.57,6.07,8.75,2,8,0.57,0.57,24.8,2026-06-22,SAFE,0.3945662601618595,39.5,SAFE,45.2,MEDIUM,150000.0,59185.0,MedPlus Pharmacy
CC103440,Medical,Whole Blood,Blood Bank,Reefer Container,Refrigerated Truck,High,Normal,Refrigerated Compartment,Gel Packs,Good,Battery Low,Distribution Center,2287.4,24.08,0,28.66,71.61,2,10.5,51.6,2,7.66,8.41,6.91,7.41,1,6,0.0,2.41,0.0,2026-01-22,AT_RISK,0.6370356966198746,63.7,AT_RISK,66.2,HIGH,100000.0,63704.0,Red Cross Blood Bank
CC103851,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Dry Ice,Minor Damage,Active,Distribution Center,1184.9,28.28,1,26.85,75.54,5,3.0,64.2,2,6.9,8.27,5.53,7.65,2,8,0.0,0.27,0.0,2026-04-16,SAFE,0.3471514922108314,34.7,SAFE,43.3,MEDIUM,100000.0,34715.0,Thyrocare Laboratory
CC104132,Medical,Whole Blood,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Intermittent,Validated Thermal Shipper,Dry Ice,Good,Active,Blood Bank,352.5,12.43,7,23.05,69.79,6,7.6,82.8,4,3.84,5.35,2.33,3.41,1,6,0.0,0.0,0.0,2026-06-05,SAFE,0.4073861521583856,40.7,SAFE,63.4,MEDIUM,100000.0,40739.0,HDFC Blood Bank
CC106806,Medical,Insulin,Pharmacy,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Blood Bank,659.9,17.91,2,8.0,79.47,12,8.0,76.5,0,4.86,6.62,3.09,5.73,2,8,0.0,0.0,0.0,2026-02-05,AT_RISK,0.3873760932863015,38.7,SAFE,43.2,MEDIUM,150000.0,58106.0,Wellness Forever Pharmacy
CC106877,Medical,Temperature-Sensitive Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Dry Ice,Good,Active,Pharmacy,1010.3,16.4,4,34.51,66.19,1,2.9,88.7,1,7.2,8.63,5.78,7.41,2,8,0.0,0.63,0.0,2026-04-17,SAFE,0.365574810407241,36.6,SAFE,28.5,LOW,100000.0,36557.0,Apollo Pharmacy
CC102143,Medical,Plasma,Blood Bank,Refrigerated Truck,Reefer Container,Low,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Laboratory,1280.4,18.93,4,37.19,57.13,3,12.8,68.4,0,-15.49,-15.27,-15.72,-15.24,-25,-18,0.0,2.73,0.0,2026-04-02,SAFE,0.9450876583946132,94.5,AT_RISK,66.2,HIGH,300000.0,283526.0,Lions Blood Bank
CC106917,Medical,Diagnostic Reagents,Laboratory,Reefer Container,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Battery Low,Hospital,1132.0,12.91,0,34.72,,2,2.9,96.0,2,6.13,7.56,4.69,5.01,2,8,2.56,0.0,14.4,2026-02-20,SAFE,0.3350007235635379,33.5,SAFE,38.1,LOW,100000.0,33500.0,Dr Lal PathLabs
CC105073,Medical,Organ Transport Samples,Transplant Center,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Pharmacy,755.2,14.52,1,36.4,66.18,6,5.0,73.1,0,7.63,9.7,5.57,7.61,2,8,1.7,1.7,23.0,2026-04-10,AT_RISK,0.3873979500899065,38.7,SAFE,37.2,LOW,100000.0,38740.0,Fortis Transplant Institute
CC101571,Medical,Biologics,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Laboratory,578.1,19.32,4,29.83,55.32,5,1.7,65.2,1,3.58,3.92,3.25,3.58,2,8,0.0,0.0,0.0,2026-02-04,SAFE,0.3708251421121402,37.1,SAFE,44.8,MEDIUM,350000.0,129789.0,Apollo Hospital
CC104079,Medical,Diagnostic Reagents,Laboratory,Reefer Container,Refrigerated Truck,Low,Normal,Insulated Box,Dry Ice,Good,Active,Laboratory,257.5,13.35,1,17.96,73.93,4,12.6,65.8,0,3.81,5.29,2.34,3.69,2,8,0.0,0.0,0.0,2026-05-29,AT_RISK,0.3329035695007512,33.3,SAFE,31.0,LOW,100000.0,33290.0,Dr Lal PathLabs
CC101122,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Phase-Change Material,Good,Active,Hospital,394.4,12.69,2,33.69,71.04,6,1.9,92.2,0,-20.09,-18.61,-21.57,-19.74,2,8,0.0,23.57,0.0,2026-02-03,AT_RISK,0.3544540478596264,35.4,SAFE,35.2,LOW,300000.0,106336.0,Nova IVF Fertility
CC102786,Medical,Biologics,Hospital,Air Cargo,Refrigerated Truck,Low,Normal,Passive Cooler,Phase-Change Material,Minor Damage,Active,Pharmacy,321.6,9.8,2,35.08,75.47,2,16.3,72.2,1,4.33,5.36,3.31,3.79,2,8,0.36,0.0,10.3,2026-06-20,SAFE,0.3403933067533737,34.0,SAFE,28.4,LOW,350000.0,119138.0,Tata Memorial Hospital
CC106335,Medical,Vaccines,Hospital,Reefer Container,Refrigerated Truck,High,Normal,Insulated Box,Gel Packs,Good,Active,Laboratory,294.1,1.0,4,35.31,64.77,2,4.7,74.2,2,4.67,5.9,3.44,4.42,2,8,0.0,0.0,0.0,2026-01-22,SAFE,0.4295147294089868,43.0,SAFE,53.8,MEDIUM,250000.0,107379.0,Apollo Hospital
CC102967,Medical,Monoclonal Antibodies,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Blood Bank,1124.6,25.07,1,26.55,45.26,6,1.7,83.4,1,6.72,8.02,5.43,6.49,2,8,0.0,0.02,0.0,2026-03-26,SAFE,0.3182357537672046,31.8,SAFE,43.1,MEDIUM,100000.0,31824.0,Kokilaben Dhirubhai Ambani Hospital
CC102504,Food,Fresh Produce,Distribution Center,Refrigerated Truck,Refrigerated Truck,Low,Normal,Passive Cooler,Mechanical Refrigeration,Good,Active,Blood Bank,826.8,23.27,3,35.4,58.34,6,6.5,66.2,1,7.59,9.11,6.06,6.18,2,10,0.0,0.0,0.0,2026-04-23,SAFE,0.3062059752358706,30.6,SAFE,32.4,LOW,100000.0,30621.0,Apollo Distribution Center
CC105988,Medical,Monoclonal Antibodies,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Phase-Change Material,Good,Active,Transplant Center,361.2,5.63,2,26.63,82.2,6,1.6,95.5,0,6.71,8.26,5.16,6.15,2,8,0.26,0.26,12.1,2026-03-30,AT_RISK,0.3719763867257297,37.2,SAFE,46.3,MEDIUM,100000.0,37198.0,Tata Memorial Hospital
CC103465,Medical,Blood Samples,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Intermittent,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Pharmacy,496.1,2.38,1,27.4,68.64,7,1.9,100.0,1,-15.01,-13.47,-16.55,-16.07,2,8,1.53,18.55,11.6,2026-06-25,AT_RISK,0.7371844723696019,73.7,AT_RISK,84.7,CRITICAL,400000.0,294874.0,Apollo Blood Bank
CC100675,Medical,Antivenom,Hospital,Air Cargo,Refrigerated Truck,Low,Intermittent,Validated Thermal Shipper,Phase-Change Material,Good,Battery Low,Specialized Lab,500.7,5.81,6,26.59,65.06,2,1.6,91.2,1,7.32,7.52,7.12,7.03,2,8,0.0,0.0,0.0,2026-05-10,SAFE,0.407976473428042,40.8,SAFE,47.5,MEDIUM,200000.0,81595.0,Kokilaben Dhirubhai Ambani Hospital
CC102808,Medical,IV Medications,Hospital,Reefer Container,Refrigerated Truck,Low,Normal,Dry Ice Container,Phase-Change Material,Good,Active,Distribution Center,967.1,21.81,2,24.69,79.52,3,1.8,76.0,2,8.02,8.73,7.31,8.3,2,8,0.0,0.73,0.0,2026-04-06,AT_RISK,0.3629346572222686,36.3,SAFE,31.3,LOW,100000.0,36293.0,Tata Memorial Hospital
CC103348,Medical,Packed Red Blood Cells,Blood Bank,Reefer Container,Refrigerated Truck,Low,Intermittent,Insulated Box,Mechanical Refrigeration,Good,Active,Blood Bank,196.2,3.56,2,12.25,67.36,4,0.7,77.9,0,-16.14,-15.23,-17.04,-14.76,1,6,0.0,18.04,0.0,2026-03-31,AT_RISK,0.7621787199099135,76.2,AT_RISK,71.7,HIGH,100000.0,76218.0,Apollo Blood Bank
CC100728,Medical,Cell Therapy Samples,Specialized Lab,Air Cargo,Reefer Container,High,Intermittent,Insulated Box,Mechanical Refrigeration,Good,Active,Pharmacy,471.7,8.81,4,36.32,81.33,4,4.1,91.4,1,9.5,10.75,8.26,9.61,-90,-60,2.75,70.75,17.2,2026-01-28,AT_RISK,0.9996424661818752,100.0,AT_RISK,100.0,CRITICAL,800000.0,799714.0,Metropolis Specialized Lab
CC100412,Medical,Gene Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Battery Low,Distribution Center,417.0,14.93,1,27.7,91.06,5,6.9,50.0,0,7.75,8.85,6.65,7.01,-90,-60,0.85,68.85,27.6,2026-03-02,AT_RISK,0.9933333333333332,99.3,AT_RISK,82.1,CRITICAL,100000.0,99333.0,Metropolis Specialized Lab
CC103146,Medical,Fertility Samples,Fertility Clinic,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Mechanical Refrigeration,Good,Active,Hospital,722.0,11.06,2,19.93,59.67,6,6.1,46.0,1,-17.65,-16.29,-19.02,-18.48,2,8,0.0,21.02,0.0,2026-01-01,AT_RISK,0.3773451585572772,37.7,SAFE,46.6,MEDIUM,300000.0,113204.0,Apollo Fertility Center
CC101516,Medical,Insulin,Pharmacy,Reefer Container,Refrigerated Truck,Medium,Normal,Validated Thermal Shipper,Gel Packs,Good,Active,Hospital,1303.8,17.32,2,31.28,60.79,4,7.5,81.5,3,6.75,8.32,5.19,7.07,2,8,0.32,0.32,55.5,2026-04-29,AT_RISK,0.3824300330426423,38.2,SAFE,43.9,MEDIUM,150000.0,57365.0,Apollo Pharmacy
CC105745,Medical,Enzyme Preparations,Laboratory,Air Cargo,Refrigerated Truck,High,Normal,Insulated Box,Gel Packs,Good,Active,Hospital,871.1,24.09,3,28.21,60.89,2,4.2,56.4,2,7.6,8.13,7.07,7.55,2,8,0.13,0.13,15.9,2026-02-10,SAFE,0.4167805015975445,41.7,SAFE,53.0,MEDIUM,120000.0,50014.0,Thyrocare Laboratory
CC100825,Medical,Monoclonal Antibodies,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Phase-Change Material,Good,Active,Hospital,977.8,18.37,0,16.23,86.16,7,12.2,27.0,0,5.95,7.64,4.25,6.41,2,8,0.0,0.0,0.0,2026-05-11,SAFE,0.3244517781191989,32.4,SAFE,44.9,MEDIUM,100000.0,32445.0,Fortis Hospital
CC103267,Medical,Organ Transport Samples,Transplant Center,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Hospital,1354.0,32.77,2,24.73,67.41,4,5.7,77.3,0,-18.29,-17.31,-19.26,-17.78,2,8,0.0,21.26,0.0,2026-02-17,AT_RISK,0.3445617114385937,34.5,SAFE,31.7,LOW,100000.0,34456.0,Fortis Transplant Institute
CC103974,Medical,Microbiology Specimens,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Phase-Change Material,Good,Active,Blood Bank,621.7,9.86,4,25.42,79.69,3,2.6,74.7,1,6.24,7.13,5.35,6.49,2,8,0.0,0.0,0.0,2026-03-15,SAFE,0.3212034348420108,32.1,SAFE,38.8,LOW,100000.0,32120.0,Metropolis Healthcare Lab
CC100616,Food,Dairy,Distribution Center,Reefer Container,Refrigerated Truck,High,Intermittent,Validated Thermal Shipper,,Good,Active,Transplant Center,335.5,17.02,4,38.35,80.38,4,4.1,63.8,3,-13.32,-11.93,-14.7,-13.35,0,8,3.07,14.7,11.0,2026-01-30,AT_RISK,0.7507483053714794,75.1,AT_RISK,91.1,CRITICAL,50000.0,37537.0,MedSupply Distribution Hub
CC100114,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Phase-Change Material,Good,Active,Specialized Lab,1213.0,26.24,0,19.41,68.76,2,3.8,59.0,0,7.96,9.27,6.65,8.0,2,8,0.0,1.27,0.0,2026-05-29,SAFE,0.3024122502277677,30.2,SAFE,26.1,LOW,100000.0,30241.0,Metropolis Healthcare Lab
CC100417,Medical,Enzyme Preparations,Laboratory,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Fertility Clinic,633.6,16.46,2,32.79,37.52,5,3.1,74.2,1,-17.0,-15.62,-18.38,-16.55,2,8,0.0,20.38,0.0,2026-01-31,AT_RISK,0.3801510507347954,38.0,SAFE,45.3,MEDIUM,120000.0,45618.0,Dr Lal PathLabs
CC103069,Medical,Platelet Concentrates,Hospital,Air Cargo,Refrigerated Truck,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Hospital,270.0,3.81,1,32.39,86.58,0,1.8,92.5,3,5.59,5.79,5.39,5.59,20,24,0.0,14.61,0.0,2026-06-25,AT_RISK,0.9765148622550108,97.7,AT_RISK,63.6,MEDIUM,100000.0,97651.0,Apollo Hospital
CC101625,Medical,Laboratory Samples,Laboratory,Air Cargo,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Blood Bank,162.9,8.39,3,27.48,54.36,2,3.4,69.2,0,-15.64,-14.09,-17.19,-15.93,2,8,0.91,19.19,29.3,2026-05-15,AT_RISK,0.3244097802011102,32.4,SAFE,37.4,LOW,100000.0,32441.0,Metropolis Healthcare Lab
CC106748,Medical,Monoclonal Antibodies,Hospital,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Blood Bank,1654.7,34.7,3,31.49,74.64,5,5.6,71.2,2,5.76,6.78,4.75,5.07,2,8,0.0,0.0,0.0,2026-05-07,SAFE,0.3201454862302079,32.0,SAFE,41.7,MEDIUM,100000.0,32015.0,Kokilaben Dhirubhai Ambani Hospital
CC107425,Medical,Antivenom,Hospital,Reefer Container,Refrigerated Truck,High,Normal,Passive Cooler,Phase-Change Material,Good,Active,Blood Bank,398.0,9.21,3,21.78,79.53,2,8.9,73.8,1,7.23,8.33,6.14,7.69,2,8,0.0,0.33,0.0,2026-05-21,SAFE,0.2971253633958295,29.7,SAFE,45.8,MEDIUM,200000.0,59425.0,Apollo Hospital
CC104185,Medical,Temperature-Sensitive Medicines,Pharmacy,Reefer Container,Refrigerated Truck,Medium,Normal,Insulated Box,Gel Packs,Minor Damage,Active,Hospital,661.7,15.39,0,22.33,63.1,1,6.0,66.0,0,-18.23,-17.21,-19.25,-19.49,2,8,0.0,21.25,0.0,2026-06-23,AT_RISK,0.3425202381632099,34.3,SAFE,37.1,LOW,100000.0,34252.0,MedPlus Pharmacy
CC102896,Medical,Antisera,Laboratory,Refrigerated Truck,Refrigerated Truck,High,Normal,Insulated Box,Gel Packs,Good,Active,Blood Bank,105.7,1.0,1,25.94,57.1,1,5.9,74.3,5,6.07,7.18,4.96,5.55,2,8,0.0,0.0,0.0,2026-04-17,AT_RISK,0.4643551865309482,46.4,SAFE,54.3,MEDIUM,100000.0,46436.0,Dr Lal PathLabs
CC107000,Medical,Whole Blood,Blood Bank,Refrigerated Truck,Refrigerated Truck,Medium,Normal,Insulated Box,Dry Ice,Good,Battery Low,Laboratory,789.5,11.46,1,27.11,67.53,4,5.1,87.1,1,-17.58,-16.45,-18.72,-18.05,1,6,0.0,19.72,0.0,2026-03-23,AT_RISK,0.6112502383839212,61.1,AT_RISK,57.7,MEDIUM,100000.0,61125.0,HDFC Blood Bank
CC102082,Medical,Cell Therapy Samples,Specialized Lab,Refrigerated Truck,Reefer Container,Low,Normal,Validated Thermal Shipper,Mechanical Refrigeration,Good,Active,Specialized Lab,386.1,1.0,1,25.01,79.36,5,6.6,73.2,0,1.99,3.06,0.93,2.17,-90,-60,0.0,63.06,0.0,2026-05-28,AT_RISK,1.0,100.0,AT_RISK,72.5,HIGH,800000.0,800000.0,Apollo Specialized Lab
CC100753,Medical,Platelet Concentrates,Hospital,Reefer Container,Refrigerated Truck,Medium,Normal,Passive Cooler,Mechanical Refrigeration,Good,Battery Low,Distribution Center,789.5,10.15,0,20.13,67.84,3,3.5,54.5,1,4.64,5.86,3.41,5.98,20,24,0.0,16.59,0.0,2026-02-16,AT_RISK,0.9766069849525434,97.7,AT_RISK,78.1,HIGH,100000.0,97661.0,Lilavati Hospital
CC102546,Medical,Monoclonal Antibodies,Hospital,Reefer Container,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Gel Packs,Good,Active,Distribution Center,666.6,10.78,0,34.92,41.1,7,10.0,95.2,1,5.32,7.82,2.81,5.62,2,8,0.0,0.0,0.0,2026-01-05,SAFE,0.4250051743737839,42.5,SAFE,41.0,MEDIUM,100000.0,42501.0,Lilavati Hospital
CC103969,Food,Seafood,Distribution Center,Reefer Container,Refrigerated Truck,Low,Normal,Refrigerated Compartment,Mechanical Refrigeration,Good,Active,Hospital,594.1,10.53,0,27.33,60.08,0,2.2,91.4,0,6.93,8.18,5.68,5.81,0,5,0.0,3.18,0.0,2026-06-18,AT_RISK,0.5056520406404102,50.6,AT_RISK,35.4,LOW,100000.0,50565.0,ColdChain Distribution Center
